,id,fecha_evento,planeado,lugar,intrusion,evento_y
930,992,2021-08-13,1,SA,1,pin insertado sin agendamiento
931,999,2021-10-23,1,AS,0,pin insertado sin agendamiento
932,13,2021-10-11,0,AS,1,pin insertado sin agendamiento
933,22,2021-10-21,0,AF,0,pin insertado sin agendamiento
934,34,2021-08-22,1,EU,0,pin insertado sin agendamiento
935,83,2021-09-23,0,EU,1,pin insertado sin agendamiento
936,99,2021-09-05,0,OC,1,pin insertado sin agendamiento
937,163,2021-08-27,1,AF,1,pin insertado sin agendamiento
938,222,2021-08-02,1,SA,0,pin insertado sin agendamiento
939,260,2021-11-05,1,OC,0,pin insertado sin agendamiento
940,347,2021-11-24,0,AS,1,pin insertado sin agendamiento
941,387,2021-07-26,0,OC,0,pin insertado sin agendamiento
942,421,2021-08-21,0,AS,0,pin insertado sin agendamiento
943,541,2021-07-11,1,SA,0,pin insertado sin agendamiento
944,546,2021-08-20,0,AF,0,pin insertado sin agendamiento
945,569,2021-12-14,1,EU,0,pin insertado sin agendamiento
946,615,2021-07-03,0,OC,1,pin insertado sin agendamiento
947,696,2021-09-14,1,EU,1,pin insertado sin agendamiento
948,771,2021-10-09,1,AS,1,pin insertado sin agendamiento
949,884,2021-07-27,1,AS,0,pin insertado sin agendamiento
950,891,2021-07-14,0,EU,1,pin insertado sin agendamiento
951,907,2021-12-20,0,AF,0,pin insertado sin agendamiento
952,974,2021-11-17,0,EU,0,pin insertado sin agendamiento
953,995,2021-12-08,1,OC,1,pin insertado sin agendamiento
954,10,2021-07-25,0,OC,1,sensor luz desconectado
955,110,2021-09-06,0,AS,0,sensor luz desconectado
956,114,2021-09-17,1,EU,1,sensor luz desconectado
957,127,2021-07-03,0,OC,0,sensor luz desconectado
958,201,2021-12-13,0,AS,1,sensor luz desconectado
959,265,2021-10-14,0,SA,1,sensor luz desconectado
960,269,2021-07-31,1,OC,1,sensor luz desconectado
961,283,2021-08-24,1,AF,1,sensor luz desconectado
962,320,2021-12-27,1,AS,1,sensor luz desconectado
963,330,2021-09-17,0,AS,0,sensor luz desconectado
964,332,2021-10-28,1,EU,1,sensor luz desconectado
965,344,2021-09-18,1,AS,0,sensor luz desconectado
966,383,2021-09-29,0,OC,1,sensor luz desconectado
967,444,2021-12-19,1,AS,0,sensor luz desconectado
968,452,2021-08-23,1,EU,0,sensor luz desconectado
969,525,2021-08-16,0,EU,0,sensor luz desconectado
970,539,2021-11-03,1,OC,0,sensor luz desconectado
971,674,2021-10-04,0,SA,0,sensor luz desconectado
972,691,2021-07-31,0,EU,0,sensor luz desconectado
973,713,2021-07-27,1,AS,0,sensor luz desconectado
974,843,2021-07-01,1,AF,1,sensor luz desconectado
975,945,2021-07-07,0,AS,0,sensor luz desconectado
976,999,2021-07-21,1,AS,1,sensor luz desconectado
977,78,2021-12-17,1,SA,0,sensor luz desconectado
978,145,2021-10-08,1,EU,1,sensor luz desconectado
979,198,2021-12-20,0,OC,0,sensor luz desconectado
980,225,2021-09-17,0,SA,1,sensor luz desconectado
981,234,2021-09-02,1,OC,1,sensor luz desconectado
982,263,2021-08-29,1,AF,0,sensor luz desconectado
983,266,2021-09-22,0,AF,0,sensor luz desconectado
984,277,2021-10-27,0,AS,0,sensor luz desconectado
985,424,2021-07-28,0,SA,0,sensor luz desconectado
986,474,2021-12-14,0,AS,1,sensor luz desconectado
987,478,2021-12-24,0,EU,1,sensor luz desconectado
988,533,2021-09-28,1,AS,1,sensor luz desconectado
989,543,2021-12-11,1,AS,1,sensor luz desconectado
990,638,2021-10-11,1,OC,1,sensor luz desconectado
991,685,2021-10-11,0,EU,1,sensor luz desconectado
992,712,2021-09-10,0,AS,1,sensor luz desconectado
993,785,2021-11-07,0,AS,1,sensor luz desconectado
994,808,2021-11-08,1,AS,0,sensor luz desconectado
995,811,2021-11-12,1,SA,0,sensor luz desconectado
996,892,2021-10-18,1,AS,1,sensor luz desconectado
997,958,2021-08-06,0,SA,0,sensor luz desconectado
998,975,2021-08-08,1,AF,1,sensor luz desconectado
999,993,2021-11-04,0,AS,0,sensor luz desconectado
1000,78,2021-12-17,1,SA,0,sensor luz desconectado
1001,145,2021-10-08,1,EU,1,sensor luz desconectado
1002,198,2021-12-20,0,OC,0,sensor luz desconectado
1003,225,2021-09-17,0,SA,1,sensor luz desconectado
1004,234,2021-09-02,1,OC,1,sensor luz desconectado
1005,263,2021-08-29,1,AF,0,sensor luz desconectado
1006,266,2021-09-22,0,AF,0,sensor luz desconectado
1007,277,2021-10-27,0,AS,0,sensor luz desconectado
1008,424,2021-07-28,0,SA,0,sensor luz desconectado
1009,474,2021-12-14,0,AS,1,sensor luz desconectado
1010,478,2021-12-24,0,EU,1,sensor luz desconectado
1011,533,2021-09-28,1,AS,1,sensor luz desconectado
1012,543,2021-12-11,1,AS,1,sensor luz desconectado
1013,638,2021-10-11,1,OC,1,sensor luz desconectado
1014,685,2021-10-11,0,EU,1,sensor luz desconectado
1015,712,2021-09-10,0,AS,1,sensor luz desconectado
1016,785,2021-11-07,0,AS,1,sensor luz desconectado
1017,808,2021-11-08,1,AS,0,sensor luz desconectado
1018,811,2021-11-12,1,SA,0,sensor luz desconectado
1019,892,2021-10-18,1,AS,1,sensor luz desconectado
1020,958,2021-08-06,0,SA,0,sensor luz desconectado
1021,975,2021-08-08,1,AF,1,sensor luz desconectado
1022,993,2021-11-04,0,AS,0,sensor luz desconectado
1023,4,2021-07-31,1,AS,1,sensor luz desconectado
1024,57,2021-11-05,0,AS,0,sensor luz desconectado
1025,65,2021-09-19,0,SA,0,sensor luz desconectado
1026,71,2021-07-11,0,AF,0,sensor luz desconectado
1027,91,2021-10-09,1,AS,0,sensor luz desconectado
1028,93,2021-10-21,0,SA,0,sensor luz desconectado
1029,94,2021-10-02,1,SA,1,sensor luz desconectado
1030,117,2021-11-15,1,EU,1,sensor luz desconectado
1031,147,2021-10-22,0,OC,0,sensor luz desconectado
1032,184,2021-10-27,1,AF,1,sensor luz desconectado
1033,209,2021-12-26,0,SA,1,sensor luz desconectado
1034,226,2021-10-04,0,AS,0,sensor luz desconectado
1035,270,2021-08-15,0,AS,1,sensor luz desconectado
1036,356,2021-07-06,1,AS,1,sensor luz desconectado
1037,447,2021-08-25,0,AS,0,sensor luz desconectado
1038,599,2021-12-02,1,SA,1,sensor luz desconectado
1039,602,2021-07-17,1,AS,1,sensor luz desconectado
1040,609,2021-08-09,0,AS,0,sensor luz desconectado
1041,675,2021-07-09,0,SA,1,sensor luz desconectado
1042,701,2021-07-07,1,SA,0,sensor luz desconectado
1043,705,2021-12-26,0,EU,1,sensor luz desconectado
1044,839,2021-08-25,0,OC,1,sensor luz desconectado
1045,863,2021-07-08,0,AS,1,sensor luz desconectado
1046,920,2021-12-06,1,OC,1,sensor luz desconectado
1047,953,2021-11-25,1,EU,1,sensor luz desconectado
1048,974,2021-12-07,0,AS,0,sensor luz desconectado
1049,975,2021-12-06,1,OC,0,sensor luz desconectado
1050,990,2021-10-24,1,OC,1,sensor luz desconectado
1051,17,2021-09-19,1,OC,0,sensor luz desconectado
1052,25,2021-07-29,1,AF,1,sensor luz desconectado
1053,59,2021-10-08,0,AS,0,sensor luz desconectado
1054,68,2021-12-28,1,AS,1,sensor luz desconectado
1055,88,2021-09-21,0,AS,0,sensor luz desconectado
1056,104,2021-10-17,0,AF,0,sensor luz desconectado
1057,127,2021-11-12,1,OC,1,sensor luz desconectado
1058,130,2021-12-17,0,SA,1,sensor luz desconectado
1059,175,2021-10-21,1,OC,0,sensor luz desconectado
1060,232,2021-12-17,1,AF,1,sensor luz desconectado
1061,322,2021-10-19,0,EU,0,sensor luz desconectado
1062,409,2021-12-16,0,EU,1,sensor luz desconectado
1063,419,2021-12-29,0,AF,1,sensor luz desconectado
1064,468,2021-11-06,1,AS,0,sensor luz desconectado
1065,498,2021-09-25,0,OC,0,sensor luz desconectado
1066,503,2021-08-03,0,AF,1,sensor luz desconectado
1067,535,2021-09-26,0,AS,0,sensor luz desconectado
1068,565,2021-09-07,1,SA,1,sensor luz desconectado
1069,643,2021-11-01,1,OC,1,sensor luz desconectado
1070,656,2021-11-16,0,EU,1,sensor luz desconectado
1071,658,2021-12-02,0,AF,1,sensor luz desconectado
1072,675,2021-09-20,0,AF,1,sensor luz desconectado
1073,742,2021-08-21,1,AS,1,sensor luz desconectado
1074,747,2021-08-21,0,EU,0,sensor luz desconectado
1075,789,2021-10-02,1,AF,1,sensor luz desconectado
1076,797,2021-10-03,0,AS,0,sensor luz desconectado
1077,860,2021-10-16,0,AS,0,sensor luz desconectado
1078,879,2021-07-31,1,SA,0,sensor luz desconectado
1079,951,2021-07-18,1,AF,0,sensor luz desconectado
1080,953,2021-07-20,0,AF,0,sensor luz desconectado
1081,55,2021-07-17,1,AF,1,sensor luz desconectado
1082,67,2021-07-25,0,SA,1,sensor luz desconectado
1083,138,2021-12-20,1,SA,0,sensor luz desconectado
1084,243,2021-08-11,1,EU,1,sensor luz desconectado
1085,336,2021-11-06,1,AS,1,sensor luz desconectado
1086,357,2021-08-23,1,EU,1,sensor luz desconectado
1087,358,2021-07-08,1,AF,1,sensor luz desconectado
1088,375,2021-10-30,1,OC,0,sensor luz desconectado
1089,389,2021-10-14,1,AS,1,sensor luz desconectado
1090,390,2021-10-21,0,AF,0,sensor luz desconectado
1091,397,2021-11-28,0,EU,0,sensor luz desconectado
1092,401,2021-11-23,0,AS,1,sensor luz desconectado
1093,521,2021-11-29,0,AS,1,sensor luz desconectado
1094,530,2021-11-25,0,OC,0,sensor luz desconectado
1095,567,2021-12-16,0,AS,1,sensor luz desconectado
1096,582,2021-11-17,1,AS,1,sensor luz desconectado
1097,610,2021-09-25,0,SA,0,sensor luz desconectado
1098,657,2021-08-03,0,AS,0,sensor luz desconectado
1099,659,2021-11-14,0,AS,1,sensor luz desconectado
1100,663,2021-11-12,1,AF,1,sensor luz desconectado
1101,700,2021-07-11,1,AS,1,sensor luz desconectado
1102,716,2021-08-08,1,OC,1,sensor luz desconectado
1103,719,2021-12-01,0,SA,1,sensor luz desconectado
1104,752,2021-09-17,1,AS,0,sensor luz desconectado
1105,756,2021-10-21,1,OC,0,sensor luz desconectado
1106,791,2021-09-21,0,AF,1,sensor luz desconectado
1107,801,2021-10-27,0,EU,0,sensor luz desconectado
1108,802,2021-10-17,1,AS,1,sensor luz desconectado
1109,913,2021-08-28,1,AF,0,sensor luz desconectado
1110,920,2021-07-12,1,SA,0,sensor luz desconectado
1111,11,2021-08-26,1,OC,0,comunicacion con gateway fallo
1112,29,2021-12-01,1,EU,0,comunicacion con gateway fallo
1113,48,2021-07-20,0,AS,0,comunicacion con gateway fallo
1114,90,2021-11-04,0,SA,1,comunicacion con gateway fallo
1115,93,2021-07-08,1,EU,1,comunicacion con gateway fallo
1116,142,2021-08-02,0,SA,0,comunicacion con gateway fallo
1117,180,2021-08-07,0,SA,0,comunicacion con gateway fallo
1118,191,2021-09-21,1,AS,0,comunicacion con gateway fallo
1119,197,2021-09-22,0,EU,0,comunicacion con gateway fallo
1120,392,2021-12-11,1,EU,1,comunicacion con gateway fallo
1121,422,2021-07-01,0,AS,1,comunicacion con gateway fallo
1122,520,2021-07-25,0,AS,1,comunicacion con gateway fallo
1123,552,2021-12-18,0,EU,1,comunicacion con gateway fallo
1124,653,2021-11-09,0,AS,1,comunicacion con gateway fallo
1125,723,2021-11-29,1,AS,0,comunicacion con gateway fallo
1126,739,2021-10-16,0,OC,1,comunicacion con gateway fallo
1127,804,2021-07-08,0,AF,1,comunicacion con gateway fallo
1128,829,2021-09-18,1,EU,1,comunicacion con gateway fallo
1129,834,2021-09-09,0,AS,0,comunicacion con gateway fallo
1130,842,2021-12-21,0,AS,0,comunicacion con gateway fallo
1131,848,2021-09-11,1,AS,0,comunicacion con gateway fallo
1132,860,2021-07-02,1,AS,0,comunicacion con gateway fallo
1133,880,2021-10-09,0,SA,0,comunicacion con gateway fallo
1134,922,2021-07-20,1,OC,1,comunicacion con gateway fallo
1135,17,2021-11-03,0,OC,1,comunicacion con gateway fallo
1136,74,2021-07-09,1,OC,1,comunicacion con gateway fallo
1137,278,2021-09-25,1,AF,0,comunicacion con gateway fallo
1138,301,2021-09-21,1,EU,0,comunicacion con gateway fallo
1139,305,2021-12-19,1,EU,1,comunicacion con gateway fallo
1140,348,2021-07-07,0,AS,0,comunicacion con gateway fallo
1141,366,2021-07-06,0,SA,0,comunicacion con gateway fallo
1142,436,2021-11-24,1,SA,0,comunicacion con gateway fallo
1143,472,2021-09-05,0,OC,1,comunicacion con gateway fallo
1144,491,2021-07-28,1,AS,0,comunicacion con gateway fallo
1145,496,2021-11-05,1,EU,1,comunicacion con gateway fallo
1146,669,2021-07-20,0,OC,1,comunicacion con gateway fallo
1147,670,2021-12-03,1,AS,1,comunicacion con gateway fallo
1148,674,2021-10-25,0,AS,0,comunicacion con gateway fallo
1149,676,2021-07-02,0,EU,0,comunicacion con gateway fallo
1150,715,2021-12-02,1,OC,1,comunicacion con gateway fallo
1151,739,2021-10-13,0,AS,0,comunicacion con gateway fallo
1152,839,2021-12-14,0,AS,0,comunicacion con gateway fallo
1153,854,2021-10-03,0,EU,0,comunicacion con gateway fallo
1154,886,2021-08-03,1,AF,0,comunicacion con gateway fallo
1155,927,2021-09-20,0,EU,1,comunicacion con gateway fallo
1156,955,2021-10-03,1,OC,0,comunicacion con gateway fallo
1157,17,2021-11-03,0,OC,1,comunicacion con gateway fallo
1158,74,2021-07-09,1,OC,1,comunicacion con gateway fallo
1159,278,2021-09-25,1,AF,0,comunicacion con gateway fallo
1160,301,2021-09-21,1,EU,0,comunicacion con gateway fallo
1161,305,2021-12-19,1,EU,1,comunicacion con gateway fallo
1162,348,2021-07-07,0,AS,0,comunicacion con gateway fallo
1163,366,2021-07-06,0,SA,0,comunicacion con gateway fallo
1164,436,2021-11-24,1,SA,0,comunicacion con gateway fallo
1165,472,2021-09-05,0,OC,1,comunicacion con gateway fallo
1166,491,2021-07-28,1,AS,0,comunicacion con gateway fallo
1167,496,2021-11-05,1,EU,1,comunicacion con gateway fallo
1168,669,2021-07-20,0,OC,1,comunicacion con gateway fallo
1169,670,2021-12-03,1,AS,1,comunicacion con gateway fallo
1170,674,2021-10-25,0,AS,0,comunicacion con gateway fallo
1171,676,2021-07-02,0,EU,0,comunicacion con gateway fallo
1172,715,2021-12-02,1,OC,1,comunicacion con gateway fallo
1173,739,2021-10-13,0,AS,0,comunicacion con gateway fallo
1174,839,2021-12-14,0,AS,0,comunicacion con gateway fallo
1175,854,2021-10-03,0,EU,0,comunicacion con gateway fallo
1176,886,2021-08-03,1,AF,0,comunicacion con gateway fallo
1177,927,2021-09-20,0,EU,1,comunicacion con gateway fallo
1178,955,2021-10-03,1,OC,0,comunicacion con gateway fallo
1179,46,2021-09-15,0,AF,0,comunicacion con gateway fallo
1180,69,2021-12-19,1,EU,0,comunicacion con gateway fallo
1181,224,2021-08-22,0,AS,1,comunicacion con gateway fallo
1182,313,2021-08-27,1,AS,0,comunicacion con gateway fallo
1183,335,2021-11-17,0,OC,1,comunicacion con gateway fallo
1184,414,2021-08-11,1,OC,1,comunicacion con gateway fallo
1185,473,2021-12-23,0,AS,0,comunicacion con gateway fallo
1186,478,2021-09-12,0,OC,1,comunicacion con gateway fallo
1187,486,2021-12-25,1,OC,0,comunicacion con gateway fallo
1188,488,2021-12-10,0,SA,0,comunicacion con gateway fallo
1189,498,2021-10-15,1,AF,1,comunicacion con gateway fallo
1190,517,2021-08-15,1,AS,0,comunicacion con gateway fallo
1191,551,2021-07-17,0,EU,1,comunicacion con gateway fallo
1192,617,2021-08-13,1,EU,0,comunicacion con gateway fallo
1193,643,2021-12-07,1,EU,0,comunicacion con gateway fallo
1194,659,2021-12-24,0,SA,0,comunicacion con gateway fallo
1195,696,2021-11-25,0,SA,1,comunicacion con gateway fallo
1196,750,2021-12-06,0,EU,0,comunicacion con gateway fallo
1197,770,2021-08-01,1,OC,1,comunicacion con gateway fallo
1198,869,2021-08-09,0,AS,0,comunicacion con gateway fallo
1199,877,2021-11-27,1,EU,1,comunicacion con gateway fallo
1200,939,2021-08-10,1,AS,1,comunicacion con gateway fallo
1201,970,2021-11-29,1,AF,1,comunicacion con gateway fallo
1202,43,2021-08-31,1,SA,1,comunicacion con gateway fallo
1203,200,2021-10-14,0,SA,1,comunicacion con gateway fallo
1204,308,2021-12-18,0,OC,1,comunicacion con gateway fallo
1205,340,2021-07-07,1,EU,0,comunicacion con gateway fallo
1206,410,2021-11-23,0,AS,0,comunicacion con gateway fallo
1207,437,2021-09-11,0,SA,1,comunicacion con gateway fallo
1208,442,2021-10-07,1,OC,0,comunicacion con gateway fallo
1209,455,2021-10-14,0,SA,1,comunicacion con gateway fallo
1210,495,2021-08-20,1,AS,0,comunicacion con gateway fallo
1211,501,2021-11-28,1,OC,0,comunicacion con gateway fallo
1212,510,2021-11-13,0,AF,1,comunicacion con gateway fallo
1213,520,2021-08-13,1,AS,0,comunicacion con gateway fallo
1214,564,2021-08-19,1,OC,1,comunicacion con gateway fallo
1215,581,2021-07-02,1,SA,1,comunicacion con gateway fallo
1216,700,2021-11-06,0,AS,0,comunicacion con gateway fallo
1217,827,2021-09-08,1,SA,0,comunicacion con gateway fallo
1218,841,2021-12-11,1,SA,1,comunicacion con gateway fallo
1219,892,2021-07-23,0,AF,1,comunicacion con gateway fallo
1220,899,2021-09-13,0,SA,1,comunicacion con gateway fallo
1221,967,2021-12-14,1,AS,0,comunicacion con gateway fallo
1222,981,2021-07-03,0,AF,1,comunicacion con gateway fallo
1223,4,2021-07-17,0,AF,1,comunicacion con gateway fallo
1224,42,2021-12-17,1,AS,1,comunicacion con gateway fallo
1225,84,2021-10-24,0,OC,0,comunicacion con gateway fallo
1226,94,2021-10-12,1,OC,1,comunicacion con gateway fallo
1227,150,2021-08-31,0,OC,1,comunicacion con gateway fallo
1228,151,2021-12-24,0,AF,1,comunicacion con gateway fallo
1229,158,2021-12-24,1,EU,0,comunicacion con gateway fallo
1230,170,2021-07-23,0,AF,0,comunicacion con gateway fallo
1231,194,2021-11-19,0,AS,0,comunicacion con gateway fallo
1232,227,2021-07-22,1,SA,1,comunicacion con gateway fallo
1233,266,2021-07-09,0,EU,1,comunicacion con gateway fallo
1234,274,2021-12-14,0,AF,0,comunicacion con gateway fallo
1235,324,2021-07-14,1,AS,0,comunicacion con gateway fallo
1236,344,2021-11-15,0,OC,0,comunicacion con gateway fallo
1237,395,2021-12-06,1,OC,0,comunicacion con gateway fallo
1238,433,2021-11-15,0,EU,0,comunicacion con gateway fallo
1239,536,2021-09-22,1,AS,0,comunicacion con gateway fallo
1240,558,2021-10-18,1,AS,0,comunicacion con gateway fallo
1241,579,2021-10-11,1,EU,0,comunicacion con gateway fallo
1242,594,2021-12-10,1,OC,1,comunicacion con gateway fallo
1243,660,2021-09-27,0,AS,0,comunicacion con gateway fallo
1244,686,2021-07-30,1,SA,1,comunicacion con gateway fallo
1245,711,2021-11-26,1,AF,1,comunicacion con gateway fallo
1246,808,2021-07-03,1,AS,0,comunicacion con gateway fallo
1247,821,2021-10-29,0,EU,0,comunicacion con gateway fallo
1248,883,2021-10-27,0,AS,1,comunicacion con gateway fallo
1249,905,2021-10-10,0,AS,0,comunicacion con gateway fallo
1250,960,2021-10-05,0,OC,1,comunicacion con gateway fallo
1251,979,2021-08-03,0,AF,0,comunicacion con gateway fallo
1252,982,2021-09-11,1,AS,0,comunicacion con gateway fallo
1253,993,2021-09-11,1,SA,1,comunicacion con gateway fallo
1254,13,2021-09-16,0,AF,0,puerta usb desconectada
1255,131,2021-08-04,0,AS,0,puerta usb desconectada
1256,141,2021-09-01,0,SA,1,puerta usb desconectada
1257,157,2021-10-13,1,EU,0,puerta usb desconectada
1258,289,2021-10-23,0,OC,0,puerta usb desconectada
1259,363,2021-10-21,1,OC,0,puerta usb desconectada
1260,378,2021-08-28,0,OC,1,puerta usb desconectada
1261,404,2021-07-17,1,AF,0,puerta usb desconectada
1262,421,2021-08-26,0,AF,0,puerta usb desconectada
1263,435,2021-12-15,0,AS,0,puerta usb desconectada
1264,438,2021-09-17,1,AF,1,puerta usb desconectada
1265,545,2021-08-06,0,SA,1,puerta usb desconectada
1266,604,2021-07-13,1,AS,1,puerta usb desconectada
1267,618,2021-07-11,1,EU,1,puerta usb desconectada
1268,628,2021-07-15,0,SA,1,puerta usb desconectada
1269,649,2021-10-05,0,SA,1,puerta usb desconectada
1270,678,2021-08-11,0,SA,0,puerta usb desconectada
1271,736,2021-11-30,1,AF,1,puerta usb desconectada
1272,800,2021-11-07,0,SA,1,puerta usb desconectada
1273,808,2021-07-26,0,SA,1,puerta usb desconectada
1274,811,2021-08-03,1,EU,1,puerta usb desconectada
1275,821,2021-09-04,1,OC,0,puerta usb desconectada
1276,835,2021-08-24,1,AS,1,puerta usb desconectada
1277,863,2021-10-08,1,AS,0,puerta usb desconectada
1278,864,2021-07-19,0,AS,0,puerta usb desconectada
1279,967,2021-08-10,1,AF,0,puerta usb desconectada
1280,982,2021-12-29,0,SA,0,puerta usb desconectada
1281,1000,2021-08-30,0,AF,1,puerta usb desconectada
1282,2,2021-10-22,0,OC,0,puerta usb desconectada
1283,61,2021-11-12,0,OC,0,puerta usb desconectada
1284,67,2021-12-06,0,OC,1,puerta usb desconectada
1285,114,2021-12-04,1,AS,0,puerta usb desconectada
1286,125,2021-08-09,0,AF,0,puerta usb desconectada
1287,139,2021-09-15,1,AF,1,puerta usb desconectada
1288,257,2021-10-13,0,AF,0,puerta usb desconectada
1289,267,2021-11-14,0,OC,0,puerta usb desconectada
1290,281,2021-07-30,1,AF,1,puerta usb desconectada
1291,338,2021-09-01,1,EU,1,puerta usb desconectada
1292,379,2021-10-09,1,AF,0,puerta usb desconectada
1293,384,2021-12-05,0,AS,1,puerta usb desconectada
1294,420,2021-09-02,0,OC,0,puerta usb desconectada
1295,427,2021-10-10,1,AF,0,puerta usb desconectada
1296,482,2021-11-19,0,OC,1,puerta usb desconectada
1297,571,2021-08-28,1,AF,1,puerta usb desconectada
1298,585,2021-08-09,0,AS,1,puerta usb desconectada
1299,603,2021-11-22,1,AF,1,puerta usb desconectada
1300,607,2021-07-10,1,SA,0,puerta usb desconectada
1301,637,2021-09-16,1,AF,0,puerta usb desconectada
1302,660,2021-09-02,1,SA,1,puerta usb desconectada
1303,758,2021-07-01,0,SA,1,puerta usb desconectada
1304,784,2021-12-22,0,AF,1,puerta usb desconectada
1305,906,2021-09-01,0,AF,1,puerta usb desconectada
1306,926,2021-12-22,1,AS,1,puerta usb desconectada
1307,949,2021-10-01,0,SA,0,puerta usb desconectada
1308,2,2021-10-22,0,OC,0,puerta usb desconectada
1309,61,2021-11-12,0,OC,0,puerta usb desconectada
1310,67,2021-12-06,0,OC,1,puerta usb desconectada
1311,114,2021-12-04,1,AS,0,puerta usb desconectada
1312,125,2021-08-09,0,AF,0,puerta usb desconectada
1313,139,2021-09-15,1,AF,1,puerta usb desconectada
1314,257,2021-10-13,0,AF,0,puerta usb desconectada
1315,267,2021-11-14,0,OC,0,puerta usb desconectada
1316,281,2021-07-30,1,AF,1,puerta usb desconectada
1317,338,2021-09-01,1,EU,1,puerta usb desconectada
1318,379,2021-10-09,1,AF,0,puerta usb desconectada
1319,384,2021-12-05,0,AS,1,puerta usb desconectada
1320,420,2021-09-02,0,OC,0,puerta usb desconectada
1321,427,2021-10-10,1,AF,0,puerta usb desconectada
1322,482,2021-11-19,0,OC,1,puerta usb desconectada
1323,571,2021-08-28,1,AF,1,puerta usb desconectada
1324,585,2021-08-09,0,AS,1,puerta usb desconectada
1325,603,2021-11-22,1,AF,1,puerta usb desconectada
1326,607,2021-07-10,1,SA,0,puerta usb desconectada
1327,637,2021-09-16,1,AF,0,puerta usb desconectada
1328,660,2021-09-02,1,SA,1,puerta usb desconectada
1329,758,2021-07-01,0,SA,1,puerta usb desconectada
1330,784,2021-12-22,0,AF,1,puerta usb desconectada
1331,906,2021-09-01,0,AF,1,puerta usb desconectada
1332,926,2021-12-22,1,AS,1,puerta usb desconectada
1333,949,2021-10-01,0,SA,0,puerta usb desconectada
1334,5,2021-07-27,1,SA,1,puerta usb desconectada
1335,6,2021-11-15,1,AF,0,puerta usb desconectada
1336,16,2021-09-11,0,AF,1,puerta usb desconectada
1337,29,2021-08-27,1,AS,1,puerta usb desconectada
1338,183,2021-07-14,1,OC,0,puerta usb desconectada
1339,205,2021-07-11,1,EU,0,puerta usb desconectada
1340,230,2021-07-19,1,OC,0,puerta usb desconectada
1341,368,2021-11-24,1,AS,0,puerta usb desconectada
1342,402,2021-10-10,1,SA,0,puerta usb desconectada
1343,420,2021-11-29,0,AS,1,puerta usb desconectada
1344,493,2021-08-26,1,AF,1,puerta usb desconectada
1345,543,2021-07-12,1,AS,1,puerta usb desconectada
1346,545,2021-08-31,0,AF,1,puerta usb desconectada
1347,552,2021-12-27,1,OC,0,puerta usb desconectada
1348,576,2021-11-21,0,AS,1,puerta usb desconectada
1349,601,2021-09-24,1,AS,1,puerta usb desconectada
1350,655,2021-09-29,0,AS,0,puerta usb desconectada
1351,700,2021-09-01,1,EU,1,puerta usb desconectada
1352,780,2021-09-24,1,OC,1,puerta usb desconectada
1353,843,2021-12-18,0,AF,0,puerta usb desconectada
1354,844,2021-10-10,1,AS,1,puerta usb desconectada
1355,847,2021-12-28,1,EU,1,puerta usb desconectada
1356,947,2021-10-03,1,AF,1,puerta usb desconectada
1357,949,2021-09-15,0,SA,1,puerta usb desconectada
1358,28,2021-11-19,1,AF,0,puerta usb desconectada
1359,30,2021-07-02,1,AS,0,puerta usb desconectada
1360,49,2021-11-04,0,SA,0,puerta usb desconectada
1361,84,2021-09-07,1,AS,1,puerta usb desconectada
1362,87,2021-11-14,1,AS,0,puerta usb desconectada
1363,126,2021-08-13,0,OC,1,puerta usb desconectada
1364,144,2021-11-13,1,SA,0,puerta usb desconectada
1365,202,2021-09-13,1,EU,0,puerta usb desconectada
1366,234,2021-11-07,0,AS,0,puerta usb desconectada
1367,272,2021-08-15,0,OC,0,puerta usb desconectada
1368,311,2021-08-29,0,OC,0,puerta usb desconectada
1369,349,2021-08-20,0,OC,0,puerta usb desconectada
1370,360,2021-09-15,0,OC,1,puerta usb desconectada
1371,416,2021-08-31,1,AS,1,puerta usb desconectada
1372,425,2021-11-09,0,AF,1,puerta usb desconectada
1373,480,2021-12-18,0,EU,1,puerta usb desconectada
1374,573,2021-09-27,0,EU,0,puerta usb desconectada
1375,580,2021-09-17,0,AS,0,puerta usb desconectada
1376,589,2021-11-27,1,EU,1,puerta usb desconectada
1377,616,2021-11-06,0,AF,1,puerta usb desconectada
1378,645,2021-10-29,1,AS,0,puerta usb desconectada
1379,653,2021-07-11,1,AF,1,puerta usb desconectada
1380,685,2021-08-09,0,AF,0,puerta usb desconectada
1381,743,2021-07-30,0,AF,1,puerta usb desconectada
1382,773,2021-12-01,0,OC,0,puerta usb desconectada
1383,800,2021-10-31,0,AS,0,puerta usb desconectada
1384,816,2021-10-09,1,OC,0,puerta usb desconectada
1385,818,2021-09-05,1,AS,0,puerta usb desconectada
1386,835,2021-11-14,1,AS,0,puerta usb desconectada
1387,838,2021-12-03,0,EU,1,puerta usb desconectada
1388,920,2021-11-18,0,EU,0,puerta usb desconectada
1389,932,2021-08-08,1,EU,1,puerta usb desconectada
1390,998,2021-12-17,1,AF,1,puerta usb desconectada
1391,27,2021-08-09,1,SA,1,puerta usb desconectada
1392,40,2021-09-13,1,AS,1,puerta usb desconectada
1393,79,2021-12-06,0,EU,1,puerta usb desconectada
1394,135,2021-11-26,0,EU,0,puerta usb desconectada
1395,156,2021-07-07,1,OC,0,puerta usb desconectada
